Code,Regressor,Train_R²,Train_RMSE,Train_MAPE,Test_R²,Test_RMSE,Test_MAPE
Using only AST,SVR,0.3943662491701093,1.7687951125029966,133592104965038.03,0.2371007189683847,1.967158384592564,143194489322483.7
