Code,Regressor,Train_R²,Train_RMSE,Train_MAPE,Test_R²,Test_RMSE,Test_MAPE
Using only AST,XGBoost,0.9544493094237592,0.484642961615089,1255581581807.1975,0.17681425552383487,2.038545477566438,83908050905203.03
