Code,Regressor,Train_R²,Train_RMSE,Train_MAPE,Test_R²,Test_RMSE,Test_MAPE
Using only AST,Random Forest,0.9029128438531018,0.7075948504117413,36741866959964.43,-0.3280744889999238,2.2847412513157095,148123391744216.06
