Code,Regressor,Train_R²,Train_RMSE,Train_MAPE,Test_R²,Test_RMSE,Test_MAPE
Using only AST,CatBoost,0.856047112753991,0.862200721695787,26688691356331.105,0.2535006221194554,1.9423934193324612,92855925197325.6
