Code,Regressor,Train_R²,Train_RMSE,Train_MAPE,Test_R²,Test_RMSE,Test_MAPE
Using only AST,KNN,0.5094664500330495,1.591836092182801,67854234385715.75,0.24297405457348392,1.9501729009434499,86469112845513.88
